words@ns1989m	@ns1989m	73.399	73.6	/
words@ns1989m	@ns1989m	74.26	74.407	И
words@ns1989m	@ns1989m	74.407	74.554	поплыл
words@ns1989m	@ns1989m	74.554	74.701	/
words@ns1989m	@ns1989m	74.701	74.85	/
words@ns1989m	@ns1989m	75.38	75.486	В
words@ns1989m	@ns1989m	75.486	75.592	морской
words@ns1989m	@ns1989m	75.592	75.698	сезон
words@ns1989m	@ns1989m	75.698	75.804	/
words@ns1989m	@ns1989m	75.804	75.91	/
words@ns1989m	@ns1989m	80.655	80.846	ну
words@ns1989m	@ns1989m	80.846	81.037	вы
words@ns1989m	@ns1989m	81.037	81.228	знаете
words@ns1989m	@ns1989m	81.228	81.419	что
words@ns1989m	@ns1989m	81.419	81.61	/
words@ns1989m	@ns1989m	81.61	81.805	/
words@ns1989m	@ns1989m	81.94	82.19	Эээ
words@ns1989m	@ns1989m	82.19	82.44	да
words@ns1989m	@ns1989m	82.44	82.69	/
words@ns1989m	@ns1989m	82.69	82.94	наверное
words@ns1989m	@ns1989m	82.94	83.19	что-то
words@ns1989m	@ns1989m	83.19	83.44	не
words@ns1989m	@ns1989m	83.44	83.69	устраивало
words@ns1989m	@ns1989m	83.69	83.94	/
words@ns1989m	@ns1989m	83.94	84.19	что-то
words@ns1989m	@ns1989m	84.19	84.44	/
words@ns1989m	@ns1989m	84.44	84.7	/
words@ns1989m	@ns1989m	84.965	85.11	Ммм
words@ns1989m	@ns1989m	85.11	85.255	/
words@ns1989m	@ns1989m	85.255	85.4	/
words@ns1989m	@ns1989m	85.52	85.746	Чего-то
words@ns1989m	@ns1989m	85.746	85.972	не
words@ns1989m	@ns1989m	85.972	86.198	хватало
words@ns1989m	@ns1989m	86.198	86.424	/
words@ns1989m	@ns1989m	86.424	86.65	/
words@ns1989m	@ns1989m	88.17	88.357	Может
words@ns1989m	@ns1989m	88.357	88.544	быть
words@ns1989m	@ns1989m	88.544	88.731	/
words@ns1989m	@ns1989m	88.731	88.92	/
words@ns1989m	@ns1989m	88.98	89.13	Может
words@ns1989m	@ns1989m	89.13	89.28	быть
words@ns1989m	@ns1989m	89.28	89.43	кто-то
words@ns1989m	@ns1989m	89.43	89.58	не
words@ns1989m	@ns1989m	89.58	89.73	нравился
words@ns1989m	@ns1989m	89.73	89.88	/
words@ns1989m	@ns1989m	89.88	90.03	/
words@ns1989m	@ns1989m	90.06	90.204	Наверно
words@ns1989m	@ns1989m	90.204	90.348	скорее
words@ns1989m	@ns1989m	90.348	90.492	всего
words@ns1989m	@ns1989m	90.492	90.636	я
words@ns1989m	@ns1989m	90.636	90.78	себе
words@ns1989m	@ns1989m	90.78	90.924	не
words@ns1989m	@ns1989m	90.924	91.068	нравился
words@ns1989m	@ns1989m	91.068	91.212	/
words@ns1989m	@ns1989m	91.212	91.356	потому
words@ns1989m	@ns1989m	91.356	91.5	что
words@ns1989m	@ns1989m	91.5	91.644	/
words@ns1989m	@ns1989m	91.644	91.79	/
words@ns1989m	@ns1989m	91.815	91.929	Мы
words@ns1989m	@ns1989m	91.929	92.043	ж
words@ns1989m	@ns1989m	92.043	92.157	знаем
words@ns1989m	@ns1989m	92.157	92.271	что
words@ns1989m	@ns1989m	92.271	92.385	/
words@ns1989m	@ns1989m	92.385	92.5	/
words@ns1989m	@ns1989m	92.69	92.898	То
words@ns1989m	@ns1989m	92.898	93.106	что
words@ns1989m	@ns1989m	93.106	93.314	нас
words@ns1989m	@ns1989m	93.314	93.522	окружает
words@ns1989m	@ns1989m	93.522	93.73	/
words@ns1989m	@ns1989m	93.73	93.938	это
words@ns1989m	@ns1989m	93.938	94.146	наше
words@ns1989m	@ns1989m	94.146	94.354	зеркальное
words@ns1989m	@ns1989m	94.354	94.562	отображение
words@ns1989m	@ns1989m	94.562	94.77	/
words@ns1989m	@ns1989m	94.77	94.98	/
words@ns1989m	@ns1989m	95.005	95.221	Поэтому
words@ns1989m	@ns1989m	95.221	95.583	/
words@ns1989m	@ns1989m	95.583	96.104	эээ
words@ns1989m	@ns1989m	96.104	96.201	/
words@ns1989m	@ns1989m	96.201	96.298	/
words@ns1989m	@ns1989m	96.44	96.62	Тот
words@ns1989m	@ns1989m	96.62	96.8	я
words@ns1989m	@ns1989m	96.8	96.98	/
words@ns1989m	@ns1989m	96.98	97.16	которым
words@ns1989m	@ns1989m	97.16	97.34	я
words@ns1989m	@ns1989m	97.34	97.52	был
words@ns1989m	@ns1989m	97.52	97.7	/
words@ns1989m	@ns1989m	97.7	97.88	/
words@ns1989m	@ns1989m	98.24	98.409	То
words@ns1989m	@ns1989m	98.409	98.578	есть
words@ns1989m	@ns1989m	98.578	98.747	с
words@ns1989m	@ns1989m	98.747	98.916	тем
words@ns1989m	@ns1989m	98.916	99.085	набором
words@ns1989m	@ns1989m	99.085	99.254	навыков
words@ns1989m	@ns1989m	99.254	99.423	/
words@ns1989m	@ns1989m	99.423	99.592	общение
words@ns1989m	@ns1989m	99.592	99.761	/
words@ns1989m	@ns1989m	99.761	99.93	/
words@ns1989m	@ns1989m	99.94	100.233	С
words@ns1989m	@ns1989m	100.233	100.526	тем
words@ns1989m	@ns1989m	100.526	100.82	набором
words@ns1989m	@ns1989m	101.02	101.24	Эээ
words@ns1989m	@ns1989m	101.24	101.46	/
words@ns1989m	@ns1989m	101.46	101.68	/
words@ns1989m	@ns1989m	102.3	102.515	С
words@ns1989m	@ns1989m	102.515	102.73	тем
words@ns1989m	@ns1989m	102.73	102.945	кругозором
words@ns1989m	@ns1989m	102.945	103.335	который
words@ns1989m	@ns1989m	103.335	103.593	был
words@ns1989m	@ns1989m	103.593	103.701	/
words@ns1989m	@ns1989m	103.701	103.81	/
words@ns1989m	@ns1989m	104.61	104.781	Ммм
words@ns1989m	@ns1989m	104.781	104.952	/
words@ns1989m	@ns1989m	104.952	105.123	Я
words@ns1989m	@ns1989m	105.123	105.294	не
words@ns1989m	@ns1989m	105.294	105.465	получал
words@ns1989m	@ns1989m	105.465	105.636	того
words@ns1989m	@ns1989m	105.636	105.807	удовольствия
words@ns1989m	@ns1989m	105.807	105.978	которое
words@ns1989m	@ns1989m	105.978	106.149	я
words@ns1989m	@ns1989m	106.149	106.32	хотел
words@ns1989m	@ns1989m	106.32	106.491	бы
words@ns1989m	@ns1989m	106.491	106.662	получать
words@ns1989m	@ns1989m	106.662	106.833	/
words@ns1989m	@ns1989m	106.833	107.004	от
words@ns1989m	@ns1989m	107.004	107.175	/
words@ns1989m	@ns1989m	107.175	107.36	/
words@ns1989m	@ns1989m	107.655	107.985	от
words@ns1989m	@ns1989m	107.985	108.315	своего
words@ns1989m	@ns1989m	108.315	108.645	времяпровождения
words@ns1989m	@ns1989m	108.645	108.975	/
words@ns1989m	@ns1989m	108.975	109.305	/
words@ns1989m	@ns1989m	109.67	109.86	Сейчас
words@ns1989m	@ns1989m	109.86	110.05	я
words@ns1989m	@ns1989m	110.05	110.24	кайфую
words@ns1989m	@ns1989m	110.24	110.43	на
words@ns1989m	@ns1989m	110.43	110.62	все
words@ns1989m	@ns1989m	110.62	110.81	сто
words@ns1989m	@ns1989m	110.81	111.127	процентов
words@ns1989m	@ns1989m	111.127	111.253	/
words@ns1989m	@ns1989m	111.253	111.38	/
words@ns1989m	@ns1989m	112.1	112.3	Может
words@ns1989m	@ns1989m	112.3	112.5	сто
words@ns1989m	@ns1989m	112.5	112.7	десять
words@ns1989m	@ns1989m	112.7	112.9	/
words@ns1989m	@ns1989m	112.9	113.1	/
words@ns1989m	@ns1989m	122.47	122.65	Ну
words@ns1989m	@ns1989m	122.65	122.83	/
words@ns1989m	@ns1989m	122.83	123.01	прошли
words@ns1989m	@ns1989m	123.01	123.19	годы
words@ns1989m	@ns1989m	123.19	123.37	/
words@ns1989m	@ns1989m	123.37	123.55	/
words@ns1989m	@ns1989m	125.7	125.877	Пасиба
words@ns1989m	@ns1989m	125.877	126.054	большое
words@ns1989m	@ns1989m	126.054	126.231	/
words@ns1989m	@ns1989m	126.231	126.41	/
words@ns1989m	@ns1989m	129.29	129.537	Вы
words@ns1989m	@ns1989m	129.537	129.784	знаете
words@ns1989m	@ns1989m	129.784	130.031	она
words@ns1989m	@ns1989m	130.031	130.278	была
words@ns1989m	@ns1989m	130.278	130.808	обоюдная
words@ns1989m	@ns1989m	130.808	130.914	/
